id_surat,no_surat,nama_surat,nama_surat_arab,ayat,surat,latin,terjemahan,tempat_turun,deskripsi,tema
5921,85,Al-Buruj,البروج,12,اِنَّ بَطْشَ رَبِّكَ لَشَدِيْدٌ ۗ,inna bathsya rabbika lasyadiid,"Sungguh, azab Tuhanmu sangat keras.",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5922,85,Al-Buruj,البروج,13,اِنَّهٗ هُوَ يُبْدِئُ وَيُعِيْدُۚ,innahu huwa yubdi-u wayu'iid,"Sungguh, Dialah yang memulai pen-ciptaan (makhluk) dan yang menghidupkannya (kembali).",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5923,85,Al-Buruj,البروج,14,وَهُوَ الْغَفُوْرُ الْوَدُوْدُۙ,wahuwa lghafuuru lwaduud,"Dan Dialah Yang Maha Pengampun, Maha Pengasih,",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5924,85,Al-Buruj,البروج,15,ذُو الْعَرْشِ الْمَجِيْدُۙ,dzuu l'arsyi lmajiid,"yang memiliki ‘Arsy, lagi Mahamulia,",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5925,85,Al-Buruj,البروج,16,فَعَّالٌ لِّمَا يُرِيْدُۗ,fa''aalun limaa yuriid,Mahakuasa berbuat apa yang Dia kehendaki.,mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5926,85,Al-Buruj,البروج,17,هَلْ اَتٰىكَ حَدِيْثُ الْجُنُوْدِۙ,hal ataaka hadiitsu ljunuud,"Sudahkah sampai kepadamu berita tentang bala tentara (penentang),",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5927,85,Al-Buruj,البروج,18,فِرْعَوْنَ وَثَمُوْدَۗ,fir'awna watsamuud,(yaitu) Fir‘aun dan Samud?,mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5928,85,Al-Buruj,البروج,19,بَلِ الَّذِيْنَ كَفَرُوْا فِيْ تَكْذِيْبٍۙ,bali ladziina kafaruu fii takdziib,"Memang orang-orang kafir (selalu) mendustakan,",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5929,85,Al-Buruj,البروج,20,وَّاللّٰهُ مِنْ وَّرَاۤىِٕهِمْ مُّحِيْطٌۚ,walaahu min waraa-ihim muhiith,padahal Allah mengepung dari belakang mereka (sehingga tidak dapat lolos).,mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5930,85,Al-Buruj,البروج,21,بَلْ هُوَ قُرْاٰنٌ مَّجِيْدٌۙ,bal huwa qur-aanun majiid,"Bahkan (yang didustakan itu) ialah Al-Qur'an yang mulia,",mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5931,85,Al-Buruj,البروج,22,فِيْ لَوْحٍ مَّحْفُوْظٍ ࣖ,fii lawhin mahfuuzh,yang (tersimpan) dalam (tempat) yang terjaga (Lauh Mahfuzh).,mekah,"Surat Al Buruuj terdiri atas 22 ayat, termasuk golongan surat-surat Makkiyyah diturunkan sesudah surat Asy-Syams.Dinamai Al Buruuj (gugusan bintang) diambil dari perkataan Al Buruuj yang terdapat pada ayat 1 surat ini.",Gugusan Bintang
5932,86,At-Tariq,الطارق,1,وَالسَّمَاۤءِ وَالطَّارِقِۙ,wassamaa-i waththaariq,Demi langit dan yang datang pada malam hari.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5933,86,At-Tariq,الطارق,2,وَمَآ اَدْرٰىكَ مَا الطَّارِقُۙ,wamaa adraaka maa ththaariq,Dan tahukah kamu apakah yang datang pada malam hari itu?,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5934,86,At-Tariq,الطارق,3,النَّجْمُ الثَّاقِبُۙ,annajmu tstsaaqib,"(yaitu) bintang yang bersinar tajam,",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5935,86,At-Tariq,الطارق,4,اِنْ كُلُّ نَفْسٍ لَّمَّا عَلَيْهَا حَافِظٌۗ,in kullu nafsin lammaa 'alayhaa haafizh,setiap orang pasti ada penjaganya.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5936,86,At-Tariq,الطارق,5,فَلْيَنْظُرِ الْاِنْسَانُ مِمَّ خُلِقَ,falyanzhuri l-insaanu mimma khuliq,Maka hendaklah manusia memperhatikan dari apa dia diciptakan.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5937,86,At-Tariq,الطارق,6,خُلِقَ مِنْ مَّاۤءٍ دَافِقٍۙ,khuliqa min maa-in daafiq,"Dia diciptakan dari air (mani) yang terpancar,",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5938,86,At-Tariq,الطارق,7,يَّخْرُجُ مِنْۢ بَيْنِ الصُّلْبِ وَالتَّرَاۤىِٕبِۗ,yakhruju min bayni shshulbi wattaraa-ib,yang keluar dari antara tulang punggung (sulbi) dan tulang dada.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5939,86,At-Tariq,الطارق,8,اِنَّهٗ عَلٰى رَجْعِهٖ لَقَادِرٌۗ,innahu 'alaa raj'ihi laqaadir,"Sungguh, Allah benar-benar kuasa untuk mengembalikannya (hidup setelah mati).",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5940,86,At-Tariq,الطارق,9,يَوْمَ تُبْلَى السَّرَاۤىِٕرُۙ,yawma tublaa ssaraa-ir,"Pada hari ditampakkan segala rahasia,",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5941,86,At-Tariq,الطارق,10,فَمَا لَهٗ مِنْ قُوَّةٍ وَّلَا نَاصِرٍۗ,famaa lahu min quwwatin walaa naasir,maka manusia tidak lagi mempunyai suatu kekuatan dan tidak (pula) ada penolong.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5942,86,At-Tariq,الطارق,11,وَالسَّمَاۤءِ ذَاتِ الرَّجْعِۙ,wassamaa-i dzaati rraj',"Demi langit yang mengandung hujan,",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5943,86,At-Tariq,الطارق,12,وَالْاَرْضِ ذَاتِ الصَّدْعِۙ,wal-ardhi dzaati shshad',"dan bumi yang mempunyai tumbuh-tumbuhan,",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5944,86,At-Tariq,الطارق,13,اِنَّهٗ لَقَوْلٌ فَصْلٌۙ,innahu laqawlun fashl,"sungguh, (Al-Qur'an) itu benar-benar firman pemisah (antara yang hak dan yang batil),",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5945,86,At-Tariq,الطارق,14,وَّمَا هُوَ بِالْهَزْلِۗ,wamaa huwa bilhazl,dan (Al-Qur'an) itu bukanlah sendagurauan.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5946,86,At-Tariq,الطارق,15,اِنَّهُمْ يَكِيْدُوْنَ كَيْدًاۙ,innahum yakiiduuna kaydaa,"Sungguh, mereka (orang kafir) merencanakan tipu daya yang jahat.",mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5947,86,At-Tariq,الطارق,16,وَّاَكِيْدُ كَيْدًاۖ,wa-akiidu kaydaa,Dan Aku pun membuat rencana (tipu daya) yang jitu.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5948,86,At-Tariq,الطارق,17,فَمَهِّلِ الْكٰفِرِيْنَ اَمْهِلْهُمْ رُوَيْدًا ࣖ,famahhili lkaafiriina amhilhum ruwaydaa,Karena itu berilah penangguhan kepada orang-orang kafir itu. Berilah mereka itu kesempatan untuk sementara waktu.,mekah,"Surat Ath Thaariq terdiri atas 17 ayat, termasuk golongan surat-surat Makkiyah,  diturunkan sesudah surat Al Balad.  Dinamai Ath Thaariq (yang datang di malam hari) diambil dari  perkataan Ath Thaariq yang terdapat pada ayat 1 surat ini.",Yang Datang Di Malam Hari
5949,87,Al-A'la,الاعلى,1,سَبِّحِ اسْمَ رَبِّكَ الْاَعْلَىۙ,sabbihi isma rabbika l-a'laa,"Sucikanlah nama Tuhanmu Yang Mahatinggi,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5950,87,Al-A'la,الاعلى,2,الَّذِيْ خَلَقَ فَسَوّٰىۖ,ladzii khalaqa fasawwaa,"Yang menciptakan, lalu menyempurnakan (ciptaan-Nya).",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5951,87,Al-A'la,الاعلى,3,وَالَّذِيْ قَدَّرَ فَهَدٰىۖ,walladzii qaddara fahadaa,"Yang menentukan kadar (masing-masing) dan memberi petunjuk,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5952,87,Al-A'la,الاعلى,4,وَالَّذِيْٓ اَخْرَجَ الْمَرْعٰىۖ,walladzii akhraja lmar'aa,"dan Yang menumbuhkan rerumputan,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5953,87,Al-A'la,الاعلى,5,فَجَعَلَهٗ غُثَاۤءً اَحْوٰىۖ,faja'alahu ghutsaa-an ahwaa,lalu dijadikan-Nya (rumput-rumput) itu kering kehitam-hitaman.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5954,87,Al-A'la,الاعلى,6,سَنُقْرِئُكَ فَلَا تَنْسٰىٓ  ۖ,sanuqri-uka falaa tansaa,"Kami akan membacakan (Al-Qur'an) kepadamu (Muhammad) sehingga engkau tidak akan lupa,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5955,87,Al-A'la,الاعلى,7,اِلَّا مَا شَاۤءَ اللّٰهُ ۗاِنَّهٗ يَعْلَمُ الْجَهْرَ وَمَا يَخْفٰىۗ,illaa maa syaa-a laahu innahu ya'lamu ljahra wamaa yakhfaa,"kecuali jika Allah menghendaki. Sungguh, Dia mengetahui yang terang dan yang tersembunyi.",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5956,87,Al-A'la,الاعلى,8,وَنُيَسِّرُكَ لِلْيُسْرٰىۖ,wanuyassiruka lilyusraa,"Dan Kami akan memudahkan bagimu ke jalan kemudahan (mencapai kebahagiaan dunia dan akhirat),",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5957,87,Al-A'la,الاعلى,9,فَذَكِّرْ اِنْ نَّفَعَتِ الذِّكْرٰىۗ,fadzakkir in nafa'ati dzdzikraa,"oleh sebab itu berikanlah peringatan, karena peringatan itu bermanfaat,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5958,87,Al-A'la,الاعلى,10,سَيَذَّكَّرُ مَنْ يَّخْشٰىۙ,sayadzdzakkaru man yakhsyaa,"orang yang takut (kepada Allah) akan mendapat pelajaran,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5959,87,Al-A'la,الاعلى,11,وَيَتَجَنَّبُهَا الْاَشْقَىۙ,wayatajannabuhaa l-asyqaa,"dan orang-orang yang celaka (kafir) akan menjauhinya,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5960,87,Al-A'la,الاعلى,12,الَّذِيْ يَصْلَى النَّارَ الْكُبْرٰىۚ,ladzii yashlaa nnaara lkubraa,"(yaitu) orang yang akan memasuki api yang besar (neraka),",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5961,87,Al-A'la,الاعلى,13,ثُمَّ لَا يَمُوْتُ فِيْهَا وَلَا يَحْيٰىۗ,tsumma laa yamuutu fiihaa walaa yahyaa,selanjutnya dia di sana tidak mati dan tidak (pula) hidup.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5962,87,Al-A'la,الاعلى,14,قَدْ اَفْلَحَ مَنْ تَزَكّٰىۙ,qad aflaha man tazakkaa,"Sungguh beruntung orang yang menyucikan diri (dengan beriman),",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5963,87,Al-A'la,الاعلى,15,وَذَكَرَ اسْمَ رَبِّهٖ فَصَلّٰىۗ,wadzakara isma rabbihi fashallaa,"dan mengingat nama Tuhannya, lalu dia salat.",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5964,87,Al-A'la,الاعلى,16,بَلْ تُؤْثِرُوْنَ الْحَيٰوةَ الدُّنْيَاۖ,bal tu/tsiruuna lhayaata ddunyaa,"Sedangkan kamu (orang-orang kafir) memilih kehidupan dunia,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
5965,87,Al-A'la,الاعلى,17,وَالْاٰخِرَةُ خَيْرٌ وَّاَبْقٰىۗ,wal-aakhiratu khayrun wa-abqaa,padahal kehidupan akhirat itu lebih baik dan lebih kekal.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyyah, dan diturunkan sesudah surat At Takwiir. Nama Al AÂ´laa diambil dari kata Al AÂ´laa yang terdapat pada ayat pertama, berarti Yang Paling Tinggi. Muslim meriwayatkan dalam kitab Al Jumu'ah, dan diriwayatkan pula oleh Ashhaabus Sunan, dari Nu'man ibnu Basyir bahwa Rasulullah s.a.w. pada shalat dua hari Raya (Fitri dan Adha) dan shalat Jum'at membaca surat Al AÂ´laa pada rakaat pertama, dan surat Al Ghaasyiyah pada rakaat kedua.",Maha Tinggi
